Euclid Cosine Jaccard 
1.0 , 1.0 , 1.0 , 0 , 0
0.03415 , 0.034 , 0.05357 , 0 , 1
0.03861 , 0.091 , 0.05882 , 0 , 2
0.04167 , 0.545 , 0.37594 , 0 , 3
0.21713 , 0.989 , 0.95 , 0 , 4
0.22401 , 0.99 , 0.94 , 0 , 5
0.02353 , 0.087 , 0.08029 , 0 , 6
0.22401 , 0.99 , 0.94 , 0 , 7
0.24025 , 0.992 , 0.95918 , 0 , 8
0.23166 , 0.991 , 0.95 , 0 , 9
0.22401 , 0.99 , 0.93939 , 0 , 10
0.23166 , 0.991 , 0.94949 , 0 , 11
0.22401 , 0.99 , 0.93939 , 0 , 12
0.24025 , 0.992 , 0.95918 , 0 , 13
0.03448 , 0.104 , 0.07826 , 0 , 14
0.21713 , 0.989 , 0.93069 , 0 , 15
0.22401 , 0.99 , 0.93939 , 0 , 16
0.23166 , 0.991 , 0.94949 , 0 , 17
0.20521 , 0.989 , 0.91262 , 0 , 18
0.2109 , 0.99 , 0.94 , 0 , 19
0.24025 , 0.992 , 0.95918 , 0 , 20
0.06087 , 0.792 , 0.49533 , 0 , 21
0.25 , 0.993 , 0.96939 , 0 , 22
0.23166 , 0.991 , 0.94949 , 0 , 23
0.2 , 0.987 , 0.92157 , 0 , 24
0.2109 , 0.989 , 0.92157 , 0 , 25
0.23166 , 0.991 , 0.94949 , 0 , 26
0.24025 , 0.992 , 0.95918 , 0 , 27
0.21713 , 0.99 , 0.93069 , 0 , 28
0.23166 , 0.991 , 0.94949 , 0 , 29
0.22401 , 0.99 , 0.94 , 0 , 30
0.23166 , 0.991 , 0.94949 , 0 , 31
0.22401 , 0.99 , 0.93939 , 0 , 32
0.22401 , 0.99 , 0.94 , 0 , 33
0.06224 , 0.801 , 0.47321 , 0 , 34
0.20521 , 0.988 , 0.93069 , 0 , 35
0.22401 , 0.99 , 0.94059 , 0 , 36
0.24025 , 0.992 , 0.95918 , 0 , 37
0.23166 , 0.991 , 0.94949 , 0 , 38
0.03165 , 0.152 , 0.14286 , 0 , 39
0.25 , 0.993 , 0.96939 , 0 , 40
0.2109 , 0.989 , 0.92157 , 0 , 41
0.22401 , 0.99 , 0.93939 , 0 , 42
0.18661 , 0.985 , 0.89623 , 0 , 43
0.24025 , 0.992 , 0.95918 , 0 , 44
0.23166 , 0.991 , 0.94949 , 0 , 45
0.08705 , 0.917 , 0.76271 , 0 , 46
0.24025 , 0.992 , 0.95918 , 0 , 47
0.21713 , 0.989 , 0.93069 , 0 , 48
0.2109 , 0.989 , 0.94 , 0 , 49
0.23166 , 0.991 , 0.94949 , 0 , 50
0.04075 , 0.369 , 0.1 , 0 , 51
0.24025 , 0.992 , 0.95918 , 0 , 52
0.22401 , 0.99 , 0.94 , 0 , 53
0.23166 , 0.991 , 0.94949 , 0 , 54
0.24025 , 0.992 , 0.95918 , 0 , 55
0.22401 , 0.99 , 0.94 , 0 , 56
0.22401 , 0.991 , 0.94 , 0 , 57
0.23166 , 0.991 , 0.94949 , 0 , 58
0.23166 , 0.991 , 0.94949 , 0 , 59
0.02664 , 0.177 , 0.12121 , 0 , 60
0.02599 , 0.179 , 0.12353 , 0 , 61
0.22401 , 0.99 , 0.94 , 0 , 62
0.23166 , 0.991 , 0.94949 , 0 , 63
0.23166 , 0.991 , 0.94949 , 0 , 64
0.03453 , 0.015 , 0.03571 , 0 , 65
0.0397 , 0.269 , 0.06061 , 0 , 66
1.0 , 1.0 , 1.0 , 0 , 67
0.5 , 0.999 , 0.9898 , 0 , 68
0.2612 , 0.994 , 0.94059 , 0 , 69
0.5 , 0.999 , 0.9898 , 0 , 70
0.41421 , 0.999 , 0.9798 , 0 , 71
0.41421 , 0.998 , 0.9798 , 0 , 72
0.03879 , 0.076 , 0.04 , 0 , 73
0.03564 , 0.014 , 0.02752 , 0 , 74
0.03876 , 0.04 , 0.0102 , 0 , 75
0.03583 , 0.045 , 0.07273 , 0 , 76
0.03826 , 0.062 , 0.05769 , 0 , 77
0.03901 , 0.121 , 0.06061 , 0 , 78
0.41421 , 0.999 , 0.97959 , 0 , 79
0.03876 , 0.054 , 0.0202 , 0 , 80
0.03846 , 0.059 , 0.04902 , 0 , 81
0.03855 , 0.035 , 0.0297 , 0 , 82
0.24025 , 0.992 , 0.95918 , 0 , 83
0.03855 , 0.05 , 0.03922 , 0 , 84
0.03929 , 0.177 , 0.05882 , 0 , 85
0.03567 , 0.018 , 0.0367 , 0 , 86
0.03709 , 0.024 , 0.03774 , 0 , 87
0.04093 , 0.371 , 0.11 , 0 , 88
0.5 , 0.999 , 0.9898 , 0 , 89
0.03954 , 0.215 , 0.07843 , 0 , 90
0.33333 , 0.997 , 0.96 , 0 , 91
0.07925 , 0.887 , 0.6422 , 0 , 92
0.04007 , 0.301 , 0.08163 , 0 , 93
0.36603 , 0.998 , 0.9697 , 0 , 94
0.41421 , 0.998 , 0.9798 , 0 , 95
0.41421 , 0.999 , 0.9798 , 0 , 96
0.03932 , 0.18 , 0.13 , 0 , 97
0.41421 , 0.998 , 0.9798 , 0 , 98
0.04048 , 0.342 , 0.12245 , 0 , 99
0.5 , 0.999 , 0.9898 , 0 , 100
0.36603 , 0.998 , 0.9697 , 0 , 101
0.10745 , 0.967 , 0.67647 , 0 , 102
0.03993 , 0.272 , 0.07071 , 0 , 103
0.03415 , 0.034 , 0.05357 , 1 , 0
1.0 , 1.0 , 1.0 , 1 , 1
0.09091 , 0.891 , 0.5 , 1 , 2
0.03586 , 0.045 , 0.02941 , 1 , 3
